Day fraction since midnight on	Time (s)	Hydraulic Residence Time	pH
0.6535542301	484	0.4771114647	7.25530386
0.6535658063	485	0.4780972322	7.255485535
0.6535773903	486	0.4790829997	7.254784107
0.6535889587	487	0.4800687671	7.251571178
0.6536005463	488	0.4810545346	7.245150089
0.6536120984	489	0.4820403021	7.241241932
0.6536236798	490	0.4830260696	7.237164021
0.653635247	491	0.4840118371	7.239870071
0.6536468306	492	0.4849976046	7.241389275
0.6536584031	493	0.4859833721	7.245685101
0.6536699778	494	0.4869691396	7.247350216
0.6536815509	495	0.4879549071	7.242647648
0.6536931174	496	0.4889406745	7.242040157
0.6537046984	497	0.489926442	7.248332501
0.653716276	498	0.4909122095	7.253071785
0.653727846	499	0.491897977	7.249036312
0.6537394201	500	0.4928837445	7.24733305
0.6537509959	501	0.493869512	7.23234272
0.6537625679	502	0.4948552795	7.234679222
0.653774143	503	0.495841047	7.228731632
0.6537857137	504	0.4968268145	7.242526531
0.6537973036	505	0.4978125819	7.239320755
0.6538088651	506	0.4987983494	7.237387657
0.6538204399	507	0.4997841169	7.23513031
0.6538320167	508	0.5007698844	7.248006821
0.6538435876	509	0.5017556519	7.241154671
0.6538551588	510	0.5027414194	7.253341675
0.6538667321	511	0.5037271869	7.246553898
0.6538783041	512	0.5047129544	7.251067638
0.6538898802	513	0.5056987219	7.234879017
0.6539014527	514	0.5066844893	7.223256111
0.6539130358	515	0.5076702568	7.221542835
0.653924604	516	0.5086560243	7.217092991
0.653936181	517	0.5096417918	7.224786282
0.6539477657	518	0.5106275593	7.219999313
0.6539593291	519	0.5116133268	7.207475662
0.6539709001	520	0.5125990943	7.206624985
0.6539824779	521	0.5135848618	7.206377506
0.6539940426	522	0.5145706293	7.215392113
0.6540056272	523	0.5155563967	7.211078167
0.6540172007	524	0.5165421642	7.201384068
0.6540287737	525	0.5175279317	7.205218792
0.654040343	526	0.5185136992	7.193277359
0.6540519223	527	0.5194994667	7.193403244
0.6540634949	528	0.5204852342	7.191906929
0.6540750702	529	0.5214710017	7.19196558
0.6540866358	530	0.5224567692	7.193795204
0.6540982185	531	0.5234425367	7.185899258
0.6541097976	532	0.5244283041	7.184268951
0.6541213627	533	0.5254140716	7.186145306
0.6541329402	534	0.5263998391	7.18477726
0.6541445151	535	0.5273856066	7.186618328
0.6541560847	536	0.5283713741	7.199212074
0.6541676617	537	0.5293571416	7.201468468
0.6541792302	538	0.5303429091	7.187902927
0.6541908097	539	0.5313286766	7.196260929
0.6542023972	540	0.5323144441	7.210391998
0.6542139621	541	0.5333002115	7.209906101
0.6542255285	542	0.534285979	7.213690281
0.6542370994	543	0.5352717465	7.211078167
0.6542486745	544	0.536257514	7.223808289
0.6542602551	545	0.5372432815	7.20255518
0.6542718234	546	0.538229049	7.193847656
0.6542834024	547	0.5392148165	7.189511299
0.6542949693	548	0.540200584	7.198459148
0.6543065509	549	0.5411863515	7.191019058
0.6543181309	550	0.5421721189	7.218983173
0.6543297	551	0.5431578864	7.186920643
0.6543412778	552	0.5441436539	7.178237915
0.6543528473	553	0.5451294214	7.185925961
0.6543644234	554	0.5461151889	7.211724758
0.6543759959	555	0.5471009564	7.222891808
0.6543875759	556	0.5480867239	7.243861675
0.6543991484	557	0.5490724914	7.217891693
0.6544107159	558	0.5500582589	7.232364655
0.6544222924	559	0.5510440263	7.210214615
0.6544338605	560	0.5520297938	7.228203774
0.6544454318	561	0.5530155613	7.221554756
0.6544570079	562	0.5540013288	7.209746838
0.6544685812	563	0.5549870963	7.235542297
0.654480163	564	0.5559728638	7.250226021
0.6544917299	565	0.5569586313	7.240390778
0.6545033234	566	0.5579443988	7.246053219
0.6545148769	567	0.5589301663	7.21726656
0.6545264591	568	0.5599159337	7.24673748
0.6545380249	569	0.5609017012	7.233898163
0.6545496061	570	0.5618874687	7.214302063
0.6545611729	571	0.5628732362	7.219471455
0.6545728731	572	0.5638590037	7.181814194
0.6545843289	573	0.5648447712	7.181680203
0.6545958954	574	0.5658305387	7.157429695
0.654607475	575	0.5668163062	7.16819191
0.6546190438	576	0.5678020737	7.167185783
0.6546306218	577	0.5687878411	7.157251358
0.6546421981	578	0.5697736086	7.165265083
0.6546537674	579	0.5707593761	7.160550118
0.65466535	580	0.5717451436	7.156869888
0.6546769211	581	0.5727309111	7.177181244
0.65468849	582	0.5737166786	7.154273987
0.654700069	583	0.5747024461	7.159986019
0.6547116539	584	0.5756882136	7.141121864
0.6547232186	585	0.5766739811	7.151418209
0.6547347895	586	0.5776597486	7.135620117
0.6547463673	587	0.578645516	7.159618378
0.6547579447	588	0.5796312835	7.117128372
0.6547695097	589	0.580617051	7.145741463
0.6547810864	590	0.5816028185	7.141314507
0.6547926616	591	0.582588586	7.133687973
0.6548042483	592	0.5835743535	7.157760143
0.6548158117	593	0.584560121	7.187213421
0.654827379	594	0.5855458885	7.168717384
0.6548389585	595	0.586531656	7.139789105
0.6548505315	596	0.5875174234	7.171678066
0.6548621068	597	0.5885031909	7.153166294
